index,countryCode,countryName,cityCode,urbanAgglomeration,latitude,longitude,radius,yearMotorway,yearHST
549,156,China,20791,Zhaoqing,23.05116,112.45972,NA,NA,NA
550,156,China,23925,Zhaoyuan,37.35917,120.39639,NA,NA,NA
551,156,China,20793,Zhengzhou,34.75778,113.64861,NA,NA,NA
552,156,China,20794,Zhenjiang Jiangsu,32.202713,119.44894,NA,NA,NA
553,156,China,23773,Zhongshan,22.517992,113.383938,NA,NA,NA
554,156,China,23772,Zhongxiang,31.16611,112.58306,NA,NA,NA
555,156,China,20796,Zhoukou,33.617368,114.646126,NA,NA,NA
556,156,China,23771,Zhoushan,29.988548,122.213475,NA,NA,NA
557,156,China,23770,Zhuanghe,39.705122,122.968765,NA,NA,NA
558,156,China,23769,Zhucheng,35.99472,119.3975,NA,NA,NA
559,156,China,20797,Zhuhai,22.2769,113.5678,NA,NA,NA
560,156,China,23768,Zhuji,29.713158,120.236819,NA,NA,NA
561,156,China,20798,Zhumadian,32.97944,114.02944,NA,NA,NA
562,156,China,20800,Zhuzhou,27.83333,113.15,NA,NA,NA
563,156,China,20801,Zibo,36.79056,118.06333,NA,NA,NA
564,156,China,20802,Zigong,29.34162,104.77689,NA,NA,NA
565,156,China,23767,Ziyang,30.12563,104.630483,NA,NA,NA
566,156,China,20804,Zunyi,27.711309,106.936512,NA,NA,NA
